Source.colony,Expt.colony,Indv.ID,Weeks.since,Trt,Obs,Pre.Mass,Mass.change,Percent.mass.change,Pre.boldness,Post.boldness,Post.within.var
N10-C3,N10-C3_3_control,C_110,3,Control,5,0.0683,0.006,0.087847731,600,334,41191.60232
UPP-A8,UPP-A8_3,M_3_39,3,Mixed,1,0.0681,0.006,0.088105727,600,600,0
UPP-A8,UPP-A8_3,M_3_39,3,Mixed,2,0.0681,0.006,0.088105727,248.39,600,0
UPP-A8,UPP-A8_3,M_3_39,3,Mixed,3,0.0681,0.006,0.088105727,286.78,600,0
UPP-A8,UPP-A8_3,M_3_39,3,Mixed,4,0.0681,0.006,0.088105727,600,600,0
UPP-A8,UPP-A8_3,M_3_39,3,Mixed,5,0.0681,0.006,0.088105727,600,600,0
UPP-A10,UPP-A10_2_control,C_71,2,Control,1,0.136,0.012,0.088235294,151.38,600,59892.54932
UPP-A10,UPP-A10_3_control,C_114,3,Control,1,0.068,0.006,0.088235294,220.89,100.62,18310.62663
UPP-A10,UPP-A10_2_control,C_71,2,Control,2,0.136,0.012,0.088235294,260.25,600,59892.54932
UPP-A10,UPP-A10_3_control,C_114,3,Control,2,0.068,0.006,0.088235294,369.81,54.45,18310.62663
UPP-A10,UPP-A10_2_control,C_71,2,Control,3,0.136,0.012,0.088235294,127.54,184.98,59892.54932
UPP-A10,UPP-A10_3_control,C_114,3,Control,3,0.068,0.006,0.088235294,600,265.45,18310.62663
UPP-A10,UPP-A10_2_control,C_71,2,Control,4,0.136,0.012,0.088235294,600,124.78,59892.54932
UPP-A10,UPP-A10_3_control,C_114,3,Control,4,0.068,0.006,0.088235294,61.97,199.23,18310.62663
UPP-A10,UPP-A10_2_control,C_71,2,Control,5,0.136,0.012,0.088235294,600,600,59892.54932
UPP-A10,UPP-A10_3_control,C_114,3,Control,5,0.068,0.006,0.088235294,93.57,394.78,18310.62663
UPP-A10,UPP-A10_1_control,C_25,1,Control,1,0.0678,0.006,0.088495575,69.47,114.27,38554.22957
UPP-B77,UPP-B77_4,M_4_40,4,Mixed,1,0.0678,0.006,0.088495575,471.34,201.83,25373.34808
UPP-A10,UPP-A10_1_control,C_25,1,Control,2,0.0678,0.006,0.088495575,69.47,404.35,38554.22957
UPP-B77,UPP-B77_4,M_4_40,4,Mixed,2,0.0678,0.006,0.088495575,600,260.09,25373.34808
UPP-A10,UPP-A10_1_control,C_25,1,Control,3,0.0678,0.006,0.088495575,600,483.19,38554.22957
UPP-B77,UPP-B77_4,M_4_40,4,Mixed,3,0.0678,0.006,0.088495575,146.53,471.75,25373.34808
UPP-A10,UPP-A10_1_control,C_25,1,Control,4,0.0678,0.006,0.088495575,262.83,91.88,38554.22957
UPP-B77,UPP-B77_4,M_4_40,4,Mixed,4,0.0678,0.006,0.088495575,201.83,72.19,25373.34808
UPP-A10,UPP-A10_1_control,C_25,1,Control,5,0.0678,0.006,0.088495575,194.62,64.9,38554.22957
UPP-B77,UPP-B77_4,M_4_40,4,Mixed,5,0.0678,0.006,0.088495575,260.09,100.26,25373.34808
UPP-A7,UPP-A7_2_control,C_75,2,Control,1,0.0785,0.007,0.089171975,408.15,94.38,10850.26297
UPP-A7,UPP-A7_2_control,C_75,2,Control,2,0.0785,0.007,0.089171975,111.88,85.21,10850.26297
UPP-A7,UPP-A7_2_control,C_75,2,Control,3,0.0785,0.007,0.089171975,201.83,89.81,10850.26297
UPP-A7,UPP-A7_2_control,C_75,2,Control,4,0.0785,0.007,0.089171975,260.09,0,10850.26297
UPP-A7,UPP-A7_2_control,C_75,2,Control,5,0.0785,0.007,0.089171975,114.28,283.31,10850.26297
N10-C3,N10-C3_1_control,C_23,1,Control,1,0.1119,0.01,0.089365505,600,526.34,11771.22073
N10-C3,N10-C3_1_control,C_23,1,Control,2,0.1119,0.01,0.089365505,600,369.77,11771.22073
N10-C3,N10-C3_1_control,C_23,1,Control,3,0.1119,0.01,0.089365505,305.85,499.84,11771.22073
N10-C3,N10-C3_1_control,C_23,1,Control,4,0.1119,0.01,0.089365505,498.31,361.2,11771.22073
N10-C3,N10-C3_1_control,C_23,1,Control,5,0.1119,0.01,0.089365505,341.91,262.83,11771.22073
UPP-B77,UPP-B77_4_control,C_173,4,Control,1,0.0557,0.005,0.089766607,452.84,254.13,23547.63007
UPP-B77,UPP-B77_4_control,C_173,4,Control,2,0.0557,0.005,0.089766607,142.47,202.13,23547.63007
UPP-B77,UPP-B77_4_control,C_173,4,Control,3,0.0557,0.005,0.089766607,49.75,600,23547.63007
UPP-B77,UPP-B77_4_control,C_173,4,Control,4,0.0557,0.005,0.089766607,600,351.64,23547.63007
UPP-B77,UPP-B77_4_control,C_173,4,Control,5,0.0557,0.005,0.089766607,600,323.54,23547.63007
UPP-A8,UPP-A8_3_control,C_124,3,Control,1,0.0668,0.006,0.089820359,283.03,600,58971.24475
UPP-A8,UPP-A8_3_control,C_124,3,Control,2,0.0668,0.006,0.089820359,568.36,409.12,58971.24475
UPP-A8,UPP-A8_3_control,C_124,3,Control,3,0.0668,0.006,0.089820359,600,106.59,58971.24475
UPP-A8,UPP-A8_3_control,C_124,3,Control,4,0.0668,0.006,0.089820359,209.16,176.06,58971.24475
UPP-A8,UPP-A8_3_control,C_124,3,Control,5,0.0668,0.006,0.089820359,600,0.23,58971.24475
KAL-B3,KAL-B3_3_control,C_101,3,Control,1,0.0999,0.009,0.09009009,600,519.19,3734.9033
KAL-1,KAL-1_4_control,C_138,4,Control,1,0.0444,0.004,0.09009009,600,526.55,3710.94455
KAL-B3,KAL-B3_3_control,C_101,3,Control,2,0.0999,0.009,0.09009009,600,467.76,3734.9033
KAL-1,KAL-1_4_control,C_138,4,Control,2,0.0444,0.004,0.09009009,348.88,400.56,3710.94455
KAL-B3,KAL-B3_3_control,C_101,3,Control,3,0.0999,0.009,0.09009009,600,600,3734.9033
KAL-1,KAL-1_4_control,C_138,4,Control,3,0.0444,0.004,0.09009009,600,526.31,3710.94455
KAL-B3,KAL-B3_3_control,C_101,3,Control,4,0.0999,0.009,0.09009009,600,600,3734.9033
KAL-1,KAL-1_4_control,C_138,4,Control,4,0.0444,0.004,0.09009009,600,461.12,3710.94455
KAL-B3,KAL-B3_3_control,C_101,3,Control,5,0.0999,0.009,0.09009009,262.16,600,3734.9033
KAL-1,KAL-1_4_control,C_138,4,Control,5,0.0444,0.004,0.09009009,600,548.21,3710.94455
N10-C3,N10-C3_4_control,C_155,4,Control,1,0.0554,0.005,0.090252708,490.94,464.23,5071.43187
N10-C3,N10-C3_4_control,C_155,4,Control,2,0.0554,0.005,0.090252708,600,484.5,5071.43187
N10-C3,N10-C3_4_control,C_155,4,Control,3,0.0554,0.005,0.090252708,600,554.88,5071.43187
N10-C3,N10-C3_4_control,C_155,4,Control,4,0.0554,0.005,0.090252708,600,599.23,5071.43187
N10-C3,N10-C3_4_control,C_155,4,Control,5,0.0554,0.005,0.090252708,185.35,422.32,5071.43187
UPP-A7,UPP-A7_4,M_4_31,4,Mixed,1,0.0553,0.005,0.090415913,600,404.35,17845.3297
UPP-A7,UPP-A7_4,M_4_31,4,Mixed,2,0.0553,0.005,0.090415913,600,233,17845.3297
UPP-A7,UPP-A7_4,M_4_31,4,Mixed,3,0.0553,0.005,0.090415913,143.37,61.2,17845.3297
UPP-A7,UPP-A7_4,M_4_31,4,Mixed,4,0.0553,0.005,0.090415913,404.35,252.72,17845.3297
UPP-A7,UPP-A7_4,M_4_31,4,Mixed,5,0.0553,0.005,0.090415913,233,114.28,17845.3297
KAL-AA1,KAL-AA1_1_control,C_7,1,Control,1,0.0884,0.008,0.090497738,14.68,313.21,38661.08747
N10-C3,N10-C3_1_control,C_19,1,Control,1,0.1105,0.01,0.090497738,99.61,149.22,2031.81568
KAL-1,KAL-1_4_control,C_136,4,Control,1,0.0442,0.004,0.090497738,298.59,600,0
UPP-A10,UPP-A10_3,M_3_28,3,Mixed,1,0.0884,0.008,0.090497738,600,600,34636.80018
UPP-B77,UPP-B77_3,M_3_42,3,Mixed,1,0.0442,0.004,0.090497738,600,600,28521.81447
KAL-AA1,KAL-AA1_1_control,C_7,1,Control,2,0.0884,0.008,0.090497738,283.53,313.9,38661.08747
N10-C3,N10-C3_1_control,C_19,1,Control,2,0.1105,0.01,0.090497738,51.13,129.36,2031.81568
KAL-1,KAL-1_4_control,C_136,4,Control,2,0.0442,0.004,0.090497738,191.54,600,0
UPP-A10,UPP-A10_3,M_3_28,3,Mixed,2,0.0884,0.008,0.090497738,301.03,600,34636.80018
UPP-B77,UPP-B77_3,M_3_42,3,Mixed,2,0.0442,0.004,0.090497738,277.53,282.85,28521.81447
KAL-AA1,KAL-AA1_1_control,C_7,1,Control,3,0.0884,0.008,0.090497738,371.1,321.21,38661.08747
N10-C3,N10-C3_1_control,C_19,1,Control,3,0.1105,0.01,0.090497738,39.24,69.47,2031.81568
KAL-1,KAL-1_4_control,C_136,4,Control,3,0.0442,0.004,0.090497738,600,600,0
UPP-A10,UPP-A10_3,M_3_28,3,Mixed,3,0.0884,0.008,0.090497738,418.46,309.92,34636.80018
UPP-B77,UPP-B77_3,M_3_42,3,Mixed,3,0.0442,0.004,0.090497738,63.77,600,28521.81447
KAL-AA1,KAL-AA1_1_control,C_7,1,Control,4,0.0884,0.008,0.090497738,600,27.94,38661.08747
N10-C3,N10-C3_1_control,C_19,1,Control,4,0.1105,0.01,0.090497738,105.59,121.42,2031.81568
KAL-1,KAL-1_4_control,C_136,4,Control,4,0.0442,0.004,0.090497738,600,600,0
UPP-A10,UPP-A10_3,M_3_28,3,Mixed,4,0.0884,0.008,0.090497738,305.85,194.19,34636.80018
UPP-B77,UPP-B77_3,M_3_42,3,Mixed,4,0.0442,0.004,0.090497738,600,393.03,28521.81447
KAL-AA1,KAL-AA1_1_control,C_7,1,Control,5,0.0884,0.008,0.090497738,262.83,583.78,38661.08747
N10-C3,N10-C3_1_control,C_19,1,Control,5,0.1105,0.01,0.090497738,243.54,41.06,2031.81568
KAL-1,KAL-1_4_control,C_136,4,Control,5,0.0442,0.004,0.090497738,115.22,600,0
UPP-A10,UPP-A10_3,M_3_28,3,Mixed,5,0.0884,0.008,0.090497738,498.31,309.92,34636.80018
UPP-B77,UPP-B77_3,M_3_42,3,Mixed,5,0.0442,0.004,0.090497738,282.85,247.21,28521.81447
UPP-A10,UPP-A10_1_control,C_28,1,Control,1,0.077,0.007,0.090909091,600,301.03,16134.57757
UPP-A10,UPP-A10_3,M_3_25,3,Mixed,1,0.066,0.006,0.090909091,76,170.56,42674.7968
KAL-AA1,KAL-AA1_4,M_4_11,4,Mixed,1,0.066,0.006,0.090909091,600,477.56,3999.64132
UPP-A10,UPP-A10_1_control,C_28,1,Control,2,0.077,0.007,0.090909091,262.83,418.46,16134.57757
UPP-A10,UPP-A10_3,M_3_25,3,Mixed,2,0.066,0.006,0.090909091,33.13,600,42674.7968
KAL-AA1,KAL-AA1_4,M_4_11,4,Mixed,2,0.066,0.006,0.090909091,600,313.32,3999.64132
UPP-A10,UPP-A10_1_control,C_28,1,Control,3,0.077,0.007,0.090909091,194.62,291.44,16134.57757
UPP-A10,UPP-A10_3,M_3_25,3,Mixed,3,0.066,0.006,0.090909091,600,600,42674.7968
KAL-AA1,KAL-AA1_4,M_4_11,4,Mixed,3,0.066,0.006,0.090909091,600,384.26,3999.64132
UPP-A10,UPP-A10_1_control,C_28,1,Control,4,0.077,0.007,0.090909091,600,600,16134.57757
UPP-A10,UPP-A10_3,M_3_25,3,Mixed,4,0.066,0.006,0.090909091,243.58,600,42674.7968
KAL-AA1,KAL-AA1_4,M_4_11,4,Mixed,4,0.066,0.006,0.090909091,77.56,339.12,3999.64132
UPP-A10,UPP-A10_1_control,C_28,1,Control,5,0.077,0.007,0.090909091,600,345.21,16134.57757
UPP-A10,UPP-A10_3,M_3_25,3,Mixed,5,0.066,0.006,0.090909091,165.78,291.44,42674.7968
KAL-AA1,KAL-AA1_4,M_4_11,4,Mixed,5,0.066,0.006,0.090909091,313.32,357.55,3999.64132
KAL-AA1,KAL-AA1_1_control,C_10,1,Control,1,0.1641,0.015,0.091407678,600,600,64158.09573
UPP-B77,UPP-B77_3_control,C_130,3,Control,1,0.0547,0.005,0.091407678,347.31,121.23,4972.99663
KAL-AA1,KAL-AA1_1_control,C_10,1,Control,2,0.1641,0.015,0.091407678,600,600,64158.09573
UPP-B77,UPP-B77_3_control,C_130,3,Control,2,0.0547,0.005,0.091407678,252.85,257.48,4972.99663
KAL-AA1,KAL-AA1_1_control,C_10,1,Control,3,0.1641,0.015,0.091407678,94.72,180.06,64158.09573
UPP-B77,UPP-B77_3_control,C_130,3,Control,3,0.0547,0.005,0.091407678,230.75,155.64,4972.99663
KAL-AA1,KAL-AA1_1_control,C_10,1,Control,4,0.1641,0.015,0.091407678,600,524.15,64158.09573
UPP-B77,UPP-B77_3_control,C_130,3,Control,4,0.0547,0.005,0.091407678,371.1,291.23,4972.99663
KAL-AA1,KAL-AA1_1_control,C_10,1,Control,5,0.1641,0.015,0.091407678,600,63.77,64158.09573
UPP-B77,UPP-B77_3_control,C_130,3,Control,5,0.0547,0.005,0.091407678,76.09,188.5,4972.99663
UPP-A10,UPP-A10_2,M_2_22,2,Mixed,1,0.0545,0.005,0.091743119,491.97,0,22043.01527
UPP-A10,UPP-A10_2,M_2_22,2,Mixed,2,0.0545,0.005,0.091743119,600,600,22043.01527
UPP-A10,UPP-A10_2,M_2_22,2,Mixed,3,0.0545,0.005,0.091743119,511.24,305.1,22043.01527
UPP-A10,UPP-A10_2,M_2_22,2,Mixed,4,0.0545,0.005,0.091743119,97.93,498.31,22043.01527
UPP-A10,UPP-A10_2,M_2_22,2,Mixed,5,0.0545,0.005,0.091743119,61.66,96,22043.01527
UPP-A7,UPP-A7_4_control,C_161,4,Control,1,0.1304,0.012,0.09202454,328.5,66.21,471.82543
UPP-A7,UPP-A7_4_control,C_161,4,Control,2,0.1304,0.012,0.09202454,62.41,97.06,471.82543
UPP-A7,UPP-A7_4_control,C_161,4,Control,3,0.1304,0.012,0.09202454,495.43,48.21,471.82543
UPP-A7,UPP-A7_4_control,C_161,4,Control,4,0.1304,0.012,0.09202454,97.93,96.2,471.82543
UPP-A7,UPP-A7_4_control,C_161,4,Control,5,0.1304,0.012,0.09202454,61.66,91.54,471.82543
UPP-B77,UPP-B77_1_control,C_46,1,Control,1,0.1519,0.014,0.092165899,600,521.42,3817.63123
UPP-B77,UPP-B77_1_control,C_46,1,Control,2,0.1519,0.014,0.092165899,234.66,600,3817.63123
UPP-B77,UPP-B77_1_control,C_46,1,Control,3,0.1519,0.014,0.092165899,554.88,599.21,3817.63123
UPP-B77,UPP-B77_1_control,C_46,1,Control,4,0.1519,0.014,0.092165899,275.91,511.24,3817.63123
UPP-B77,UPP-B77_1_control,C_46,1,Control,5,0.1519,0.014,0.092165899,385.82,456.21,3817.63123
UPP-A8,UPP-A8_2,M_2_33,2,Mixed,1,0.0758,0.007,0.092348285,101.06,600,0
UPP-A8,UPP-A8_2,M_2_33,2,Mixed,2,0.0758,0.007,0.092348285,151.28,600,0
UPP-A8,UPP-A8_2,M_2_33,2,Mixed,3,0.0758,0.007,0.092348285,0.23,600,0
UPP-A8,UPP-A8_2,M_2_33,2,Mixed,4,0.0758,0.007,0.092348285,545.24,600,0
UPP-A8,UPP-A8_2,M_2_33,2,Mixed,5,0.0758,0.007,0.092348285,113.2,600,0
UPP-A8,UPP-A8_3,M_3_36,3,Mixed,1,0.1191,0.011,0.092359362,202.66,54.75,54981.88623
UPP-A8,UPP-A8_3,M_3_36,3,Mixed,2,0.1191,0.011,0.092359362,154.78,600,54981.88623
UPP-A8,UPP-A8_3,M_3_36,3,Mixed,3,0.1191,0.011,0.092359362,3.91,234.66,54981.88623
UPP-A8,UPP-A8_3,M_3_36,3,Mixed,4,0.1191,0.011,0.092359362,54.75,554.88,54981.88623
UPP-A8,UPP-A8_3,M_3_36,3,Mixed,5,0.1191,0.011,0.092359362,600,222.03,54981.88623
KAL-AA1,KAL-AA1_3_control,C_97,3,Control,1,0.0541,0.005,0.092421442,3.91,178.92,3013.76377
UPP-B77,UPP-B77_1,M_1_43,1,Mixed,1,0.0541,0.005,0.092421442,600,282.64,19848.76487
KAL-AA1,KAL-AA1_3_control,C_97,3,Control,2,0.0541,0.005,0.092421442,54.75,209.23,3013.76377
UPP-B77,UPP-B77_1,M_1_43,1,Mixed,2,0.0541,0.005,0.092421442,600,452.7,19848.76487
KAL-AA1,KAL-AA1_3_control,C_97,3,Control,3,0.0541,0.005,0.092421442,600,313.9,3013.76377
UPP-B77,UPP-B77_1,M_1_43,1,Mixed,3,0.0541,0.005,0.092421442,600,378.54,19848.76487
KAL-AA1,KAL-AA1_3_control,C_97,3,Control,4,0.0541,0.005,0.092421442,600,255.23,3013.76377
UPP-B77,UPP-B77_1,M_1_43,1,Mixed,4,0.0541,0.005,0.092421442,103.91,152.72,19848.76487
KAL-AA1,KAL-AA1_3_control,C_97,3,Control,5,0.0541,0.005,0.092421442,85.56,285.23,3013.76377
UPP-B77,UPP-B77_1,M_1_43,1,Mixed,5,0.0541,0.005,0.092421442,150.94,600,19848.76487
N10-C3,N10-C3_1_control,C_21,1,Control,1,0.1081,0.01,0.092506938,323.06,143.37,17230.82093
N10-C3,N10-C3_1_control,C_21,1,Control,2,0.1081,0.01,0.092506938,283.35,195,17230.82093
N10-C3,N10-C3_1_control,C_21,1,Control,3,0.1081,0.01,0.092506938,243.58,464.24,17230.82093
N10-C3,N10-C3_1_control,C_21,1,Control,4,0.1081,0.01,0.092506938,165.78,160.66,17230.82093
N10-C3,N10-C3_1_control,C_21,1,Control,5,0.1081,0.01,0.092506938,170.41,275.91,17230.82093
KAL-AA1,KAL-AA1_1_control,C_8,1,Control,1,0.0647,0.006,0.092735703,408.15,321.24,6173.962
KAL-AA1,KAL-AA1_1_control,C_8,1,Control,2,0.0647,0.006,0.092735703,111.88,455.21,6173.962
KAL-AA1,KAL-AA1_1_control,C_8,1,Control,3,0.0647,0.006,0.092735703,201.83,385.82,6173.962
KAL-AA1,KAL-AA1_1_control,C_8,1,Control,4,0.0647,0.006,0.092735703,600,249.28,6173.962
KAL-AA1,KAL-AA1_1_control,C_8,1,Control,5,0.0647,0.006,0.092735703,600,394.8,6173.962
KAL-AA1,KAL-AA1_3,M_3_10,3,Mixed,1,0.1185,0.011,0.092827004,600,600,62243.78738
KAL-AA1,KAL-AA1_3,M_3_10,3,Mixed,2,0.1185,0.011,0.092827004,600,42.13,62243.78738
KAL-AA1,KAL-AA1_3,M_3_10,3,Mixed,3,0.1185,0.011,0.092827004,143.37,600,62243.78738
KAL-AA1,KAL-AA1_3,M_3_10,3,Mixed,4,0.1185,0.011,0.092827004,600,600,62243.78738
KAL-AA1,KAL-AA1_3,M_3_10,3,Mixed,5,0.1185,0.011,0.092827004,42.13,600,62243.78738
KAL-1,KAL-1_3,M_3_3,3,Mixed,1,0.1182,0.011,0.093062606,317.35,170.13,905.90292
KAL-1,KAL-1_3,M_3_3,3,Mixed,2,0.1182,0.011,0.093062606,351.64,158.75,905.90292
KAL-1,KAL-1_3,M_3_3,3,Mixed,3,0.1182,0.011,0.093062606,600,200,905.90292
KAL-1,KAL-1_3,M_3_3,3,Mixed,4,0.1182,0.011,0.093062606,151.28,205.85,905.90292
KAL-1,KAL-1_3,M_3_3,3,Mixed,5,0.1182,0.011,0.093062606,0.23,132.93,905.90292
UPP-A8,UPP-A8_4,M_4_36,4,Mixed,1,0.1074,0.01,0.09310987,600,237.4,38573.07902
UPP-A8,UPP-A8_4,M_4_36,4,Mixed,2,0.1074,0.01,0.09310987,600,91.79,38573.07902
UPP-A8,UPP-A8_4,M_4_36,4,Mixed,3,0.1074,0.01,0.09310987,598.62,600,38573.07902
UPP-A8,UPP-A8_4,M_4_36,4,Mixed,4,0.1074,0.01,0.09310987,237.4,383.22,38573.07902
UPP-A8,UPP-A8_4,M_4_36,4,Mixed,5,0.1074,0.01,0.09310987,91.79,199.38,38573.07902
N10-C3,N10-C3_4_control,C_150,4,Control,1,0.0428,0.004,0.093457944,89.87,24.3,351.39503
N10-C3,N10-C3_4_control,C_150,4,Control,2,0.0428,0.004,0.093457944,51.75,56.94,351.39503
N10-C3,N10-C3_4_control,C_150,4,Control,3,0.0428,0.004,0.093457944,81.04,24.97,351.39503
N10-C3,N10-C3_4_control,C_150,4,Control,4,0.0428,0.004,0.093457944,75.75,18,351.39503
N10-C3,N10-C3_4_control,C_150,4,Control,5,0.0428,0.004,0.093457944,222.78,55.61,351.39503
KAL-1,KAL-1_3_control,C_96,3,Control,1,0.064,0.006,0.09375,600,542.31,17296.86397
KAL-1,KAL-1_3_control,C_96,3,Control,2,0.064,0.006,0.09375,383.22,226.15,17296.86397
KAL-1,KAL-1_3_control,C_96,3,Control,3,0.064,0.006,0.09375,192.27,489.56,17296.86397
KAL-1,KAL-1_3_control,C_96,3,Control,4,0.064,0.006,0.09375,458.84,375.78,17296.86397
KAL-1,KAL-1_3_control,C_96,3,Control,5,0.064,0.006,0.09375,600,294.49,17296.86397
UPP-B77,UPP-B77_3_control,C_132,3,Control,1,0.0741,0.007,0.094466937,245.63,600,83328.06923
UPP-B77,UPP-B77_3_control,C_132,3,Control,2,0.0741,0.007,0.094466937,519.19,35.79,83328.06923
UPP-B77,UPP-B77_3_control,C_132,3,Control,3,0.0741,0.007,0.094466937,467.76,600,83328.06923
UPP-B77,UPP-B77_3_control,C_132,3,Control,4,0.0741,0.007,0.094466937,600,75.75,83328.06923
UPP-B77,UPP-B77_3_control,C_132,3,Control,5,0.0741,0.007,0.094466937,77,114.79,83328.06923
UPP-A8,UPP-A8_2_control,C_83,2,Control,1,0.1587,0.015,0.094517958,600,600,42762.26072
UPP-A8,UPP-A8_2_control,C_83,2,Control,2,0.1587,0.015,0.094517958,94.49,600,42762.26072
UPP-A8,UPP-A8_2_control,C_83,2,Control,3,0.1587,0.015,0.094517958,55.28,385.38,42762.26072
UPP-A8,UPP-A8_2_control,C_83,2,Control,4,0.1587,0.015,0.094517958,600,111.31,42762.26072
UPP-A8,UPP-A8_2_control,C_83,2,Control,5,0.1587,0.015,0.094517958,600,313.32,42762.26072
UPP-A8,UPP-A8_2_control,C_84,2,Control,1,0.074,0.007,0.094594595,600,600,0
UPP-A8,UPP-A8_2_control,C_84,2,Control,2,0.074,0.007,0.094594595,600,600,0
UPP-A8,UPP-A8_2_control,C_84,2,Control,3,0.074,0.007,0.094594595,160.66,600,0
UPP-A8,UPP-A8_2_control,C_84,2,Control,4,0.074,0.007,0.094594595,600,600,0
UPP-A8,UPP-A8_2_control,C_84,2,Control,5,0.074,0.007,0.094594595,99.47,600,0
KAL-1,KAL-1_2_control,C_48,2,Control,1,0.095,0.009,0.094736842,324.47,403.25,13296.37723
KAL-1,KAL-1_2_control,C_48,2,Control,2,0.095,0.009,0.094736842,334.75,317.35,13296.37723
KAL-1,KAL-1_2_control,C_48,2,Control,3,0.095,0.009,0.094736842,600,351.64,13296.37723
KAL-1,KAL-1_2_control,C_48,2,Control,4,0.095,0.009,0.094736842,283.31,600,13296.37723
KAL-1,KAL-1_2_control,C_48,2,Control,5,0.095,0.009,0.094736842,26.87,499.53,13296.37723
UPP-B77,UPP-B77_4_control,C_172,4,Control,1,0.0631,0.006,0.095087163,84.5,600,52058.76722
UPP-B77,UPP-B77_4_control,C_172,4,Control,2,0.0631,0.006,0.095087163,157.03,600,52058.76722
UPP-B77,UPP-B77_4_control,C_172,4,Control,3,0.0631,0.006,0.095087163,237.22,600,52058.76722
UPP-B77,UPP-B77_4_control,C_172,4,Control,4,0.0631,0.006,0.095087163,600,89.81,52058.76722
UPP-B77,UPP-B77_4_control,C_172,4,Control,5,0.0631,0.006,0.095087163,170.6,600,52058.76722
KAL-AA1,KAL-AA1_3_control,C_99,3,Control,1,0.0629,0.006,0.095389507,332.81,283.35,5321.61247
KAL-AA1,KAL-AA1_3_control,C_99,3,Control,2,0.0629,0.006,0.095389507,600,243.58,5321.61247
KAL-AA1,KAL-AA1_3_control,C_99,3,Control,3,0.0629,0.006,0.095389507,495.43,231.35,5321.61247
KAL-AA1,KAL-AA1_3_control,C_99,3,Control,4,0.0629,0.006,0.095389507,0.23,283.38,5321.61247
KAL-AA1,KAL-AA1_3_control,C_99,3,Control,5,0.0629,0.006,0.095389507,545.24,105.88,5321.61247
KAL-1,KAL-1_1_control,C_2,1,Control,1,0.0628,0.006,0.095541401,423,37.11,42362.87207
KAL-1,KAL-1_1_control,C_2,1,Control,2,0.0628,0.006,0.095541401,285.67,131.22,42362.87207
KAL-1,KAL-1_1_control,C_2,1,Control,3,0.0628,0.006,0.095541401,129.34,542.31,42362.87207
KAL-1,KAL-1_1_control,C_2,1,Control,4,0.0628,0.006,0.095541401,257.84,85.56,42362.87207
KAL-1,KAL-1_1_control,C_2,1,Control,5,0.0628,0.006,0.095541401,65.97,99.56,42362.87207
N10-C3,N10-C3_1_control,C_24,1,Control,1,0.0837,0.008,0.09557945,600,512.24,10080.64697
N10-C3,N10-C3_1_control,C_24,1,Control,2,0.0837,0.008,0.09557945,600,356.21,10080.64697
N10-C3,N10-C3_1_control,C_24,1,Control,3,0.0837,0.008,0.09557945,600,326.18,10080.64697
N10-C3,N10-C3_1_control,C_24,1,Control,4,0.0837,0.008,0.09557945,70.75,425.06,10080.64697
N10-C3,N10-C3_1_control,C_24,1,Control,5,0.0837,0.008,0.09557945,600,562.35,10080.64697
KAL-AA1,KAL-AA1_1,M_1_7,1,Mixed,1,0.136,0.013,0.095588235,109.31,516.31,40438.66872
KAL-AA1,KAL-AA1_1,M_1_7,1,Mixed,2,0.136,0.013,0.095588235,600,600,40438.66872
KAL-AA1,KAL-AA1_1,M_1_7,1,Mixed,3,0.136,0.013,0.095588235,600,294.56,40438.66872
KAL-AA1,KAL-AA1_1,M_1_7,1,Mixed,4,0.136,0.013,0.095588235,69.47,600,40438.66872
KAL-AA1,KAL-AA1_1,M_1_7,1,Mixed,5,0.136,0.013,0.095588235,69.47,136.78,40438.66872
KAL-B3,KAL-B3_3,M_3_16,3,Mixed,1,0.0521,0.005,0.09596929,600,442.25,4099.27863
KAL-B3,KAL-B3_3,M_3_16,3,Mixed,2,0.0521,0.005,0.09596929,463.62,541.34,4099.27863
KAL-B3,KAL-B3_3,M_3_16,3,Mixed,3,0.0521,0.005,0.09596929,600,558.66,4099.27863
KAL-B3,KAL-B3_3,M_3_16,3,Mixed,4,0.0521,0.005,0.09596929,600,502.37,4099.27863
KAL-B3,KAL-B3_3,M_3_16,3,Mixed,5,0.0521,0.005,0.09596929,600,408.66,4099.27863
UPP-A7,UPP-A7_1,M_1_28,1,Mixed,1,0.0831,0.008,0.096269555,471.34,523.21,50432.89338
UPP-A7,UPP-A7_1,M_1_28,1,Mixed,2,0.0831,0.008,0.096269555,600,600,50432.89338
UPP-A7,UPP-A7_1,M_1_28,1,Mixed,3,0.0831,0.008,0.096269555,146.53,314.79,50432.89338
UPP-A7,UPP-A7_1,M_1_28,1,Mixed,4,0.0831,0.008,0.096269555,106.81,257.48,50432.89338
UPP-A7,UPP-A7_1,M_1_28,1,Mixed,5,0.0831,0.008,0.096269555,186.09,182.09,50432.89338
UPP-A7,UPP-A7_3,M_3_31,3,Mixed,1,0.1142,0.011,0.096322242,600,234.66,19237.26023
UPP-A7,UPP-A7_3,M_3_31,3,Mixed,2,0.1142,0.011,0.096322242,484.06,554.88,19237.26023
UPP-A7,UPP-A7_3,M_3_31,3,Mixed,3,0.1142,0.011,0.096322242,291.44,283.35,19237.26023
UPP-A7,UPP-A7_3,M_3_31,3,Mixed,4,0.1142,0.011,0.096322242,600,243.58,19237.26023
